Dialogue ID,Chapter ID,Place ID,Character ID,Dialogue
1545,57,60,4,"I understand Tom, but I'm afraid Headmaster Dippet may have no choice."
1546,57,60,24,Sir- if it all stopped- if the person responsible was caught--
1547,57,60,4,Is there something you wish to tell me?
1548,57,60,24,"No, sir. Nothing."
1549,57,60,4,"Very well, then. Off you go."
1550,57,60,24,"Good night, sir."
1551,57,60,5,Let's get yeh out of there.
1552,57,60,24,"Evening, Hagrid. I'm going to have to turn you in, Hagrid. I don't think you meant it to kill anyone, but--"
1553,57,60,5,You can't! You don't understand.
1554,57,60,24,The dead girl's parents will be here tomorrow. The least Hogwarts can do is make sure the thing that killed their daughter is slaughtered.
1555,57,60,5,It wasn't him. Aragog never killed no one! Never!
1556,57,60,24,"Monsters don't make good pets, Hagrid. Now, stand aside."
1557,57,60,5,No!
1558,57,60,24,"Stand aside, Hagrid!"
1559,57,60,5,No!
1560,57,60,24,Cistem aperio! Arania exumai!
1561,57,60,5,Aragog! Aragog!
1562,57,60,24,"I can't let you go. They'll have your wand for this, Hagrid. You'll be expelled."
1563,57,60,1,Hagrid! Haagriid!
1564,57,60,1,Woah!
1565,58,45,1,It was Hagrid. Hagrid opened the Chanter of Secrets fifty years ago.
1566,58,45,3,It can't be Hagrid. It just can't be.
1567,58,45,2,"We don't even know this Tom Riddle. He sounds like a dirty, rotten snitch to me."
1568,58,45,1,"The monster had killed somebody, Ron. What would any of us have done?"
1569,58,45,3,Look. Hagrid's our friend. Why don't we just go and ask him about it?
1570,58,45,2,"That'll be a cheerful visit! Hello, Hagrid! Tell us, have you been setting anything mad and hairy loose in the castle lately?”"
1571,58,45,5,"Mad and hairy? You wouldn't be talking about me now, would ya?"
1572,58,45,1,No!
1573,58,45,2,No!
1574,58,45,3,No!
1575,58,45,1,"W- what's that you've got, Hagrid?"
1576,58,45,5,"Oh, It's a- Flesh-Eatin' Slug Repellent. For the Mandrakes, ya know. Now, accordin' to Professor Sprout, they've still got a bit o' growing up to do. But, once their acne's cleared up, we'll be able to chop 'em up and stew 'em, and then we'll get those people down at the hospital un-Petrified. In the meantime, though, you three had best be lookin' after yourselves. All right? Hmm."
1577,58,45,5,"Hello, Neville!"
1578,58,39,10,"Harry- I don't know who did it, but you'd better come! Come on!"
1579,58,39,3,It had to be a Gryffindor. Nobody else knows our password- unless it wasn't a student.
1580,58,39,2,"Who ever it was, they must have been looking for something."
1581,58,39,1,And they found it. Tom Riddle's diary is gone.
1582,58,51,46,"Alright, listen up. We play our game, Hufflepuff doesn't stand a"
1583,58,51,14,"And not to mention, they're dead scared that Harry'll Petrify them if they fly anywhere near him."
1584,58,51,46,"Well, that too. Professor McGonagall."
1585,58,51,7,This match has been cancelled.
1586,58,51,46,We can't cancel Quidditch.
1587,58,51,7,"Silence, Wood. You and your teammates will go to Gryffindor Tower, now. Potter, you and I will find Mr. Weasley. There's something the both of you have to see."
1588,58,43,7,"I warn you, this could be a wee bit of a shock."
1589,58,43,2,Hermione!
1590,58,43,7,"She was found near the Library, along with this. Does it mean anything to either of you?"
1591,58,43,1,No.
1592,58,43,7,"Could I have your attention please? Because of recent events, these new rules will be put into effect immediately. All students will return to their house common rooms by six o'clock every evening. All students will be escorted to each lesson by a teacher. No exceptions.” I should tell you this: unless the culprit behind these attacks is caught, it is likely the school will be closed."
1593,58,43,1,"We've got to talk to Hagrid, Ron. I can't believe it's him, but if he did set the monster loose last time, he'll know how to get inside the Chamber of Secrets, and that's a start."
1594,58,43,2,But you heard McGonagall! We're not allowed to leave the tower except for class.
1595,58,43,1,I think it's time to get my Dad's old cloak out again.
1596,59,40,5,Who's there? Hello? Hello?
1597,59,40,1,What's that for?
1598,59,40,5,"Oh, nothing. I- I was expecting, ah It doesn't matter- come on inI just made a pot o' tea."
1599,59,40,1,"Hagrid, are you okay?"
1600,59,40,5,I'm fine! I'm alright.
1601,59,40,1,Did you hear about Hermione?
1602,59,40,5,"Oh, yeah. I heard about that, all righ'."
1603,59,40,1,"Look, we have to ask you something. Do you know who's opened the Chamber of Secrets?"
1604,59,40,5,"What you had to understand about that is-  Quick under the cloak. Don't say a word. Be quiet, both o' you Professor Dumbledore, sir!"
1605,59,40,4,"Good evening, Hagrid. I wonder, could we?"
1606,59,40,5,Of course! Come in! Come in.
1607,59,40,2,"That's Dad's boss! Cornelius Fudge, Minister of Magic!"
1608,59,40,17,"Bad business, Hagrid. Very bad business. Had to come-- three attacks on Muggle-borns. Things have gone far enough. The Ministry's got to act."
1609,59,40,5,"Oh, but I never- you know I never, Professor!"
1610,59,40,4,"I want it understood, Cornelius, that Hagrid has my full confidence."
1611,59,40,17,"Albus look, Hagrid's record is against him. I've got to take him."
1612,59,40,5,Take me? Take me where? Not Azkaban Prison?
1613,59,40,17,"I'm afraid we have no choice, Hagrid."
1614,59,40,23,"Already here, Fudge? Good"
1615,59,40,5,What're you doin' here? Get outta my house!
1616,59,40,23,"Believe me, I take absolutely no pleasure being inside your-- you call this a house? Huh! No. I simply called at the school, and was told the headmaster was here."
1617,59,40,4,"Well, what exactly is it that you want with me?"
1618,59,40,23,"The other governors and I have decided it's time for you to step aside. This is an order of suspension. You'll find all twelve signatures on it. I'm afraid we feel you've rather lost your touch. Well, what, with all these attacks, there'll be no Muggle-borns left at Hogwarts. I can only imagine what an awful loss that would be to the school."
1619,59,40,5,"Yeh can' take Professor Dumbledore away. Take him away, an' the Muggle-borns won' stand a chance! You mark my words, there'll be killin's next!"
1620,59,40,23,You think so?
1621,59,40,4,"Calm yourself, Hagrid. If the governors desire my removal, I will, of course, step aside. However, you will find that help will always be given at Hogwarts to those who ask for it."
1622,59,40,23,Admirable sentiments. Shall we? Fudge!
1623,59,40,17,"Come, Hagrid Well?"
1624,59,40,5,"Ahem! If, uh, if anybody was looking for some stuff, then all they'd have to do would be to follow the spiders. Yup! That would lead them right! That's all I have to say. Oh, and someone'll need to feed Fang while I'm away."
1625,59,40,17,Good boy.
1626,59,40,2,"Hagrid's right! With Dumbledore gone, there'll be an attack a day!"
1627,59,40,1,"Look! Well, come on. Come on, Fang!"
1628,60,35,2,What?!
1629,60,35,1,You heard what Hagrid said; 'Follow the spiders.'
1630,60,35,2,They're headed to the Dark Forest! Why spiders! Why couldn't it be follow the butterflies?”
1631,60,35,2,"Harry, I don't like this Harry, I don't like this at all!"
1632,60,35,1,Shush!
1633,60,35,2,Can we go back now?
1634,60,35,1,Come on!
1635,60,35,68,Who is it?
1636,60,35,1,Don't panic.
1637,60,35,68,Hagrid? Is that you?
1638,60,35,1,We're friends of Hagrid's. And you? Y- y-you're Aragog aren't you?
1639,60,35,68,Yes. Hagrid has never sent men into our hollow before.
1640,60,35,1,"He's in trouble. Up at the school, there have been attacks. They think it's Hagrid. They think he opened the Chamber of Secrets, like before."
1641,60,35,68,That's a lie! Hagrid never opened the Chamber of Secrets.
1642,60,35,1,Then you're not the monster.
1643,60,35,68,"No! The monster was born in the castle. I came to Hagrid from a distant land, in the pocket of a traveler."
1644,60,35,2,Harry.
1645,60,35,1,"Shush. But if you're not the monster, then- then what did kill that girl fifty years ago?"
1646,60,35,68,We do not speak of it. It is an ancient creature we spiders fear above all others.
1647,60,35,1,But have you seen it?
1648,60,35,68,"I never saw any part of the castle but the box in which Hagrid kept me. The girl was discovered in a bathroom. When I was accused, Hagrid brought me here."
1649,60,35,2,Harry!
1650,60,35,1,What?
1651,60,35,2,Ahh- hhh
1652,61,35,1,"Well, thank you. We'll justgo."
1653,61,35,68,"Go? I think not. My sons and daughters do not harm Hagrid on my command. But I cannot deny them fresh meat when it wanders so willingly into our midst. Good-bye, friend of Hagrid."
1654,61,35,2,Can we panic now?
1655,61,35,2,Know any spells?
1656,61,35,1,"One, but it's not powerful enough for all of them."
1657,61,35,2,Where's Hermione when you need her?
1658,61,35,1,Let's go! Arania exumai! Go!
1659,61,35,1,Whoah!
1660,61,35,2,Whoah!
1661,61,35,2,Glad we're out of there! Ah- Aaaah!
1662,61,35,1,Arania exumai!
1663,61,35,2,Thanks for that.
1664,61,35,1,Don't mention it. Get us out of here. Now! Come on! Come on! Move faster!
1665,61,35,1,Aah!
1666,61,35,2,Aah!
1667,61,35,1,Go on! Go! Get us in the air.
1668,61,35,2,The flying gear's jammed!
1669,61,35,1,Come on! Pull!
1670,61,35,2,I'm trying!
1671,61,35,2,"Follow the spiders! Follow the spiders! If Hagrid ever gets out of Azkaban, I'll kill him! I mean, what was the point of sending us in there? What have we found out?"
1672,61,35,1,We know one thing. Hagrid never opened the Chamber of Secrets. He was innocent.
1673,62,43,1,"Wish you were here Hermione. We need you now, more than ever."
1674,62,43,2,What's that?
1675,62,43,1,"Ron, this is why Hermione was in the Library the day she was attacked. Come on!"
1676,62,43,1,"'Of the many fearsome beasts that roam our land, none is more deadly than the basilisk. Capable of living for hundreds of years, instant death awaits any who meet this giant serpent's eye. Spiders flee before it.' Ron, this is it. The monster in the Chamber of Secrets is a basilisk. That's why I can hear it speak. It's a snake!"
1677,62,43,2,"But if it kills by looking people in the eye, why is it no one's dead?"
1678,62,43,1,"Because no one did look it in the eye. Not directly, at least. Colin saw it through his camera. JustinJustin must have seen the basilisk through Nearly Headless Nick. Nick got the full blast of it- but he's a ghost- he couldn't die again. And Hermionehad the mirror. I bet you anything she was using it to look around corners, in case it came along."
1679,62,43,2,"And Mrs. Norris? I'm pretty sure she didn't have a camera or a mirror, Harry."
1680,62,43,1,The water. There was water on the floor that night. She only saw the basilisk's reflection. 'Spiders flee before it.' It all fits!
1681,62,43,2,But how's a basilisk been getting around? A dirty great snake- someone would have seen it.
1682,62,43,1,"Hermione's answered that, too."
1683,62,43,2,Pipes? It's using the plumbing!
1684,62,43,1,"Remember what Aragog said, about that girl fifty years ago? She died in a bathroom? What if she never left?"
1685,62,43,2,Moaning Myrtle.
1686,62,28,7,"All students are to return to their house dormitories at once. All teachers to the second floor corridor, immediately."
1687,62,28,7,"As you can see, the Heir of Slytherin has left another message. Our worst fear has been realized. A student has been taken by the monster into the Chamber itself. The students must be sent home. I'm afraid this is the end of Hogwarts."
1688,62,28,28,So sorry- dozed off- what have I missed?
1689,62,28,6,"A girl has been snatched by the monster, Lockhart. Your moment has come, at last."
1690,62,28,28,My m-moment?
1691,62,28,6,Weren't you saying just last night that you've known all along where the entrance to the Chamber of Secrets is?
1692,62,28,7,"Well, that's settled. We'll leave you to deal with the monster, Gilderoy. Your skills, after all, are a legend."
1693,62,28,28,"Very well- ah- I'll just be in my office getting, umgetting ready."
1694,62,28,85,"Who is it that the monster's taken, Minerva?"
1695,62,28,7,Ginny Weasley.
1696,62,28,2,Her skeleton will lie in the chamber forever.' Ginny
1697,63,30,1,"Lockhart may be useless, but he's going to try and get into the Chamber. At least we can tell him what we know."
1698,63,30,1,"Professor, we have some information for you! Are you going somewhere?"
1699,63,30,28,"Uh, ah- well, yes- um, urgent call- unavoidable- got to go."
1700,63,30,2,What about my sister?!
1701,63,30,28,"Well, um- as to that, most unfortunate. No one regrets more than I."
1702,63,30,2,You're the Defense Against the Dark Arts teacher! You can't go now!
1703,63,30,28,Well- I must say- when I took the job there was nothing in the job description about a
1704,63,30,1,You're running away? After all that stuff you did in your books?
1705,63,30,28,Books can be misleading!
1706,63,30,1,You wrote them!
1707,63,30,28,"My dear boy, do use your common sense! My books wouldn't have sold half as well if people didn't think I'd done all those things!"
1708,63,30,1,You're a fraud! You've just been taking credit for what other wizards have done!
1709,63,30,2,Is there anything you can do?
1710,63,30,28,"Yes, now you mention it. I'm rather gifted with Memory Charms. Otherwise, you see, all those wizards would have gone blabbing. And I'd never have sold another book. In fact, ahI'm ahgoing to have to do the same to you."
1711,63,30,1,Don't even think about it.
1712,63,46,39,"Oh! Who's there? Oh! Hello, Harry! Ron. What do you want?"
1713,63,46,1,To ask you how you died.
1714,63,46,39,"Oh! It was dreadful. It happened right here in this very cubicle. I'd hidden because Olive Hornby was teasing me about my glasses. I was crying, and then I heard somebody come in."
1715,63,46,1,Who was it Myrtle?
1716,63,46,39,"I don't know. I was Distraught! Huhh-huhBut they said something funny, a kind of made up language. And I realized it was a boy speaking, so I unlocked the door to tell him to go away and I died."
1717,63,46,1,Just like that? How?
1718,63,46,39,"I just remember seeing a pair of great big yellow eyesover there, by that sink. Ohhhhooo"
1719,63,46,1,"This is it. This is it, Ron. I think this is the entrance to the Chamber of Secrets."
1720,63,46,2,"Say something. Harry, say something in Parseltongue!"
1721,63,46,1,Hesha- Hassah.
1722,63,46,28,"Excellent, Harry. Haa! Good work! Well then, I'll just be, ah There's no need for me to stay."
1723,63,46,1,"Oh, yes there is! You first."
1724,63,46,28,"Now, boys what good will it do?"
1725,63,46,2,Better you than us.
1726,63,46,28,"Umbutobviously, yes. Sure you don't want to test it first? No! Aaaah! It's really quite filthy down here."
1727,63,46,1,All right. Let's go.
1728,63,46,39,"Oh, Harry? If you die down there, you're welcome to share my toilet. Hee, hee."
1729,63,46,1,Uhthanks Myrtle.
1730,63,46,1,Aaah!
1731,63,46,2,Aaah!
1732,63,25,2,Ugh!
1733,63,25,1,"Now remember, any sign of movement, close your eyes straightaway."
1734,63,25,2,Go on.
1735,64,25,1,This way.
1736,64,25,2,What's this?
1737,64,25,28,It looks like a snake.
1738,64,25,1,It's a snakeskin.
1739,64,25,2,"Bloody hell. Whatever shed this must be sixty feet long-- or more! Heart of a lion, this one."
1740,64,25,28,"The adventure ends here, boys. But don't fret. The world will know our story. How I was too late to save the girl. How you two tragically lost your minds at the sight of her mangled body. So, you first, Mr. Potter. Say good-bye to your memories. Obliviate!"
1741,64,25,2,Harry! Harry!
1742,64,25,1,"Ron! Ron, are you ok?"
1743,64,25,2,I'm fine!
1744,64,25,28,Uhh Hello. Who are you?
1745,64,25,2,UmRon Weasley.
1746,64,25,28,"Really? And uh, who- who am I?"
1747,64,25,2,Lockhart's memory charm backfired. He hasn't got a clue who he is!
1748,64,25,28,"It's an odd sort of place this, isn't it? Do you live here?"
1749,64,25,2,No!
1750,64,25,28,Really? Well?
1751,64,25,2,What'll do I do now?
1752,64,25,1,You wait here and try and shift some of this rock so we can get back through. I'll go on and find Ginny!
1753,64,25,2,OK.
1754,64,25,1,Hesha- Hassah.
1755,65,25,1,"Ginny Ginny! Oh, Ginny, please don't be dead. Wake up. Wake up! Please, wake up!"
1756,65,25,24,She won't wake.
1757,65,25,1,"Tom. Tom Riddle! What do you mean, 'she won't wake?' She's not?"
1758,65,25,24,"She's still alive, but only just."
1759,65,25,1,Are you a ghost?
1760,65,25,24,"A memory, preserved in a diary for fifty years."
1761,65,25,1,"She's cold as ice. Ginny, please don't be dead. Wake up! You've got to help me, Tom. There's a basilisk."
1762,65,25,24,It won't come until it's called.
1763,65,25,1,"Give me my wand, Tom."
1764,65,25,24,You won't be needing it.
1765,65,25,1,"Listen, we've got to go! We've got to save her!"
1766,65,25,24,"I'm afraid I can't do that, Harry. You see, as poor Ginny grows weaker, I grow stronger. Yes Harry, it was Ginny Weasley who opened the Chamber of Secrets."
1767,65,25,1,No. She couldn't. She wouldn't!
1768,65,25,24,"It was Ginny who set the basilisk on the Mudbloods and Filch's cat, Ginny who wrote the threatening messages on the walls."
1769,65,25,1,But why?
1770,65,25,24,"Because I told her to. You'll find that I can be very persuasive. Not that she knew what she was doing. She was, shall we say, in a kind of trance. Still, the power of the diary began to scare her. And she tried to dispose of it in the girl's bathroom. And then, who should find it, but you? The very person I was most anxious to meet."
1771,65,25,1,"But, why did you want to meet me?"
1772,65,25,24,"I knew I had to talk to you, meet you if I could. So I decided to show you my capture of that brainless oaf, Hagrid, to gain your trust."
1773,65,25,1,"Hagrid's my friend! And you framed him, didn't you?"
1774,65,25,24,It was my word against Hagrid's. Only Dumbledore seemed to think he was innocent.
1775,65,25,1,I'll bet Dumbledore saw right through you.
1776,65,25,24,"He certainly kept an annoyingly close watch on me after that. I knew it wouldn't be safe to open the Chamber again while I was still at school, so I decided to leave behind a diary preserving my sixteen-year-old self in its pages, so that one day I would be able to lead another to finish Salazar Slytherin's noble work."
1777,65,25,1,"Well, you haven't finished it this time. In a few hours, the Mandrake Draught will be ready, and everyone who was Petrified will be all right again."
1778,65,25,24,"Haven't I told you? Killing Mudbloods doesn't matter to me anymore. For many months now, my new target has been you. How is it that a baby, with no extraordinary magical talent, was able to defeat the greatest wizard of all time? How did you escape with nothing but a scar, while Lord Voldemort's powers were destroyed?"
1779,65,25,1,Why do you care how I escaped? Voldemort was after your time.
1780,65,25,24,"Voldemort is my past, present, and future."
1781,65,25,1,You! You're the Heir of Slytherin. You're Voldemort.
1782,65,25,24,"Surely, you didn't think I was going to keep my filthy Muggle father's name? No. I fashioned myself a new name, a name I knew wizards everywhere would one day fear to speak, when I became the greatest sorcerer in the world."
1783,65,25,1,Albus Dumbledore is the greatest sorcerer in the world!
1784,65,25,24,Dumbledore's been driven out of this castle by the mere memory of me!
1785,65,25,1,He'll never be gone! Not as long as those who remain are loyal to him! Fawkes?
1786,65,25,24,"So, this is what Dumbledore sends his great defender, a songbird and an old hat. Shearhas- Samnathas- Sélithaeine."
1787,66,25,24,"Let's match the power of Lord Voldemort, Heir of Salazar Slytherin, against the famous Harry Potter. Sethae- He- This. Parseltongue won't save you now, Potter. It only obeys me!"
1788,66,25,24,"No! Your bird may have blinded the basilisk, but it can still hear you!"
1789,66,25,24,"Yes, Potter, the process is nearly complete. In a few minutes Ginny will be dead, and I will cease to be a memory. Lord Voldemort will return- very much alive!"
1790,66,25,1,Ginny-
1791,67,25,24,"Remarkable isn't it, how quickly the venom of the basilisk penetrates the body? I'd guess you have little more than a minute to live. You'll be with your dear Mudblood mother soon, Harry. Funny, the damage a silly little book can do especially in the hands of a silly, little girl. What are you doing? Stop! No! Ahhhh! Ahhhh! Ahhhh!"
1792,67,25,1,Ginny
1793,67,25,20,"Harry. It was me- but I swear, I didn't mean to! Riddle made me, and Harry, you're hurt!"
1794,67,25,1,"Don't worry. Ginny, you need to get yourself out. Follow the Chamber, and you'll find Ron. You were brilliant, Fawkes. I just wasn't quick enough Of course! Phoenix tears have healing powers. Thanks! It's alright, Ginny. It's over. It's just a memory."
1795,67,25,28,Amazing! This is just like magic!
1796,68,41,4,"You both realize, of course, that in the past few hours you have broken perhaps a dozen school rules?"
1797,68,41,1,"Yes, sir."
1798,68,41,2,"Yes, sir."
1799,68,41,4,And there is sufficient evidence to have you both expelled.
1800,68,41,1,"Yes, sir."
1801,68,41,2,"Yes, sir."
1802,68,41,4,"Therefore, it is only fitting, that you both receive Special Awards for Services to the School."
1803,68,41,2,"Thanks, sir!"
1804,68,41,4,"And now, Mr. Weasley, if you would, have an owl deliver these release papers to Azkaban? I believe we- we want our gamekeeper back. Harry first, I want to thank you, Harry. You must have shown me real loyalty down in the Chamber. Nothing but that could have called Fawkes to you. And, um second, I sense that something is troubling you. Am I right, Harry?"
1805,68,41,1,"It's just You see, sir I- I couldn't help but notice certain things, certain- certain similarities, between Tom Riddle and me."
1806,68,41,4,"I see. Well, you can speak Parseltongue, Harry. Why? Because Lord Voldemort can speak Parseltongue. If I'm not mistaken, Harry, he transferred some of his powers to you the night he gave you that scar."
1807,68,41,1,Voldemort transferred some of his powers to me?
1808,68,41,4,"Not intentionally, but yes."
1809,68,41,1,So the Sorting Hat was right! I should be in Slytherin.
1810,68,41,4,"It's true, Harry. You possess many of the qualities that Voldemort himself prizes. Determination, resourcefulness, and if I may say so, a certain disregard for the rules. Why then did the Sorting Hat place you in Gryffindor?"
1811,68,41,1,Because I asked it to.
1812,68,41,4,"Exactly, Harry! Exactly! Which makes you different from Voldemort. It is not our abilities that show what we truly are. It is our choices. If you want proof why you belong in Gryffindor, then I suggest that you look more closely at this. Be careful."
1813,68,41,1,Godric Gryffindor.
1814,68,41,4,Ah- it would take a true Gryffindor to pull that out of the hat.
1815,69,41,1,Dobby! So this is your master! The family you serve is the Malfoys
1816,69,41,27,Um-humm
1817,69,41,23,"I'll deal with you later. Out of my way, Potter! So, it's true-- you have returned!"
1818,69,41,4,"When the governors learned that Arthur Weasley's daughter was taken into the Chamber, they saw fit to summon me back."
1819,69,41,23,Ridiculous!
1820,69,41,4,"Curiously, Lucius, several of them were under the impression that you would curse their families, if they did not agree to suspend me in the first place."
1821,69,41,23,How dare you?!
1822,69,41,4,I beg your pardon?
1823,69,41,23,"My sole concern has always been, and will always be, the welfare of this school and, of course, its students. The culprit has been identified, I presume?"
1824,69,41,4,"Oh, yes."
1825,69,41,23,And? Who was it?
1826,69,41,4,Voldemort.
1827,69,41,23,Ah!
1828,69,41,4,"Only, this time, he chose to act through somebody else, by means of this."
1829,69,41,23,I see.
1830,69,41,4,"Fortunately, our young Mr. Potter discovered it. One hopes that no more of Lord Voldemort's old school things should find their way into innocent hands. The consequences for the one responsible would be severe."
1831,69,41,23,"Well, let us hope that Mr. Potter will always be around to save the day."
1832,69,41,1,Don't worry. I will be.
1833,69,41,23,"Dumbledore. Come, Dobby. We're leaving."
1834,69,41,27,Ahh! Oow!
1835,69,41,1,"Sir, I wonder if I could have that?"
1836,69,41,1,Mr. Malfoy! Mr. Malfoy! I have something of yours.
1837,69,41,23,Mine? I don't know what you're talking about.
1838,69,41,1,"Oh, I think you do, sir. I think you slipped the diary into Ginny Weasley's cauldron, that day at Diagon Alley."
1839,69,41,23,"You do, do you? Why don't you prove it? Come, Dobby. Dobby!"
1840,69,41,1,Open it.
1841,69,41,23,Dobby?
1842,69,41,27,Master has given Dobby a sock!
1843,69,41,23,What? I didn't give.
1844,69,41,27,Master has presented Dobby with clothes! Dobby is free!
1845,69,41,23,You've lost me my servant!
1846,69,41,27,You shall not harm Harry Potter!
1847,69,41,23,Advada.
1848,69,41,23,"Your parents were meddlesome fools, too. You mark my words, Potter, one day soon you are going to meet the same sticky end!"
1849,69,41,27,Harry Potter freed Dobby! How can Dobby ever repay him?
1850,69,41,1,Just promise me something.
1851,69,41,27,"Anything, sir!"
1852,69,41,1,Never try to save my life again.
1853,70,36,126,"Welcome back, Sir Nicholas!"
1854,70,36,47,Thank you!
1855,70,36,126,"Good evening, Sir Nicholas!"
1856,70,36,47,Good evening!
1857,70,36,126,"Good to see you, Sir Nicholas!"
1858,70,36,47,Thank you! Hello! Hermione! Welcome back!
1859,70,36,3,"Thanks, Sir Nicholas!"
1860,70,36,10,Harry- it's Hermione!
1861,70,36,2,"Uhh-um Welcome back, Hermione."
1862,70,36,3,It's good to be back! Congratulations! I can't believe you solved it!
1863,70,36,1,"Well, we had loads of help from you. We couldn't have done it without you."
1864,70,36,3,Thanks.
1865,70,36,7,"Could I have your attention, please?"
1866,70,36,4,"Before we begin the feast, let us have a round of applause for Professor Sprout and Madame Pomfrey, whose Mandrake juice has been so successfully administered to all who had been Petrified. Also, in light of the recent events, as a school treat, all exams have been canceled."
1867,70,36,3,"Oh, no!"
1868,70,36,5,"Sorry I'm late! The owl that delivered my release papers got all lost and confused. Some ruddy bird called Errol. And I'd just like to say that aif it hadn't been for you, Harry, and Ron, and Hermione, o' course, I woulduh- I'd still be you-know-where, so I- I'd just like to say 'Thanks.'"
1869,70,36,1,"Well, there's no Hogwarts without you, Hagrid."
1870,70,36,5,Oh!
1871,70,36,127,Yeah! Yeah!
1872,71,8,1,Lumos Maxima. Lumos Maxima. Lumos Maxima. Lumos Maxima. Lumos Maxima!
1873,72,8,32,"Harry! Harry! Harry, open the door! Marge! How lovely to see..."
1874,72,8,1,"Uncle Vernon, I need you to sign this form."
1875,72,8,21,What is it?
1876,72,8,1,Nothing. School stuff.
1877,72,8,21,"Later perhaps, if you behave."
1878,72,8,1,I will if she does.
1879,72,8,60,"Oh, you're still here, are you?"
1880,72,8,1,Yes.
1881,72,8,60,"Don't say yes in that ungrateful way. Damn good of my brother to keep you. He'd have been straight to an orphanage if he'd been dumped on my doorstep. Is that my Dudders? Is that my little neffy-pooh? Give us a kiss! Come on! Up, up!"
1882,72,8,21,Take Marge's suitcase upstairs!
1883,72,8,1,Okay.
1884,72,8,60,"Finish that off for Mommy. Good boy, Rippy-pooh."
1885,72,8,21,"Can I tempt you, Marge?"
1886,72,8,60,"Just a small one. Excellent nosh, Petunia. A bit more. Usually just a fry-up for me, what with 12 dogs. Just a bit more. That's a boy! Mm! You wanna try a little drop of brandy? A little drop of brandy-brandy windy-wandy for Rippy-pippy-pooh? What are you smirking at? Where did you send the boy, Vernon?"
1887,72,8,21,St. Brutus'. It's a fine institution for hopeless cases.
1888,72,8,60,"Do they use a cane at St. Brutus', boy?"
1889,72,8,1,"Oh, yeah. Yeah. I've been beaten loads of times."
1890,72,8,60,"Excellent. I won't have this namby-pamby... wishy-washy nonsense about not beating people who deserve it. You mustn't blame yourself about how this one turned out. It's all to do with blood. Bad blood will out. What is it the boy's father did, Petunia?"
1891,72,8,32,Nothing. He didn't work. He was unemployed.
1892,72,8,60,"And a drunk too, no doubt?"
1893,72,8,1,That's a lie!
1894,72,8,60,What did you say?
1895,72,8,1,My dad wasn't a drunk!
1896,72,8,60,"Oh, don't worry Don't fuss, Petunia. I have a very firm grip."
1897,72,8,21,I think it's time you went to bed.
1898,72,8,60,"Quiet, Vernon. You, clean it up. Actually, it's nothing to do with the father. It's all to do with the mother. You see it all the time with dogs. If there's something wrong with the bitch, then there's something wrong with the pup."
1899,72,8,1,Shut up! Shut up!
1900,72,8,60,"Mm. Right! Let me tell you... y-y-- Vernon! Vernon! Vernon, do something!"
1901,72,8,21,"Ow! Ripper! Ow! Ripper, get down, boy! Down! Ripper, stop it! Stop! I've got you, Marge! I've got you! Hold on, hold on! Get off!"
1902,72,8,60,Don't you dare!
1903,72,8,21,Sorry!
1904,72,8,32,"Oh, Vernon!"
1905,72,8,21,"Oh, God! Marge! Please! Marge! Come back! You bring her back! You bring her back now and you put her right!"
1906,72,8,1,No! She deserved what she got! Keep away from me.
1907,72,8,21,You're not allowed to do magic outside school.
1908,72,8,1,Yeah? Try me.
1909,72,8,21,They won't let you back now. You've nowhere to go.
1910,72,8,1,I don't care. Anywhere's better than here.
1911,73,69,58,"Welcome to the Knight Bus... emergency transport for the stranded witch or wizard. My name is Stan Shunpike, and I will be your conductor for this evening. What you doing down there?"
1912,73,69,1,I fell over.
1913,73,69,58,What you fall over for?
1914,73,69,1,I didn't do it on purpose.
1915,73,69,58,"Well, come on, then. Let's not wait for the grass to grow. What you looking at?"
1916,73,69,1,Nothing.
1917,73,69,58,"Well, come on, then. In. No, no, no. I'll get this. You get in. Come on. Come on. Move on, move on, move on."
1918,73,69,58,"Take her away, Ern."
1919,73,69,133,"Yeah, take it away, Ernie. It's going to be a bumpy ride."
1920,73,69,58,What did you say your name was again?
1921,73,69,1,I didn't.
1922,73,69,58,Whereabouts are you headed?
1923,73,69,1,The Leaky Cauldron. That's in London.
1924,73,69,58,You heard that Ern? The Leaky Cauldron. That's in London.
1925,73,69,133,The Leaky Cauldron. If you have pea soup... make sure you eat it before it eats you.
1926,73,69,1,But the Muggles. Can't they see us?
1927,73,69,58,"Muggles? They don't see nothing, do they?"
1928,73,69,133,"No, but if you jab them with a fork, they feel. Ernie, little old lady at 12 o'clock! Ten, nine, eight... seven, six, five... four, three, three and a half... two, one and three quarters. Yes!"
1929,73,69,1,Who is that? That man.
1930,73,69,58,"Who is that? Who is...? That is Sirius Black, that is. Don't tell me you've never been hearing of Sirius Black. He's a murderer. Got himself locked up in Azkaban for it."
1931,73,69,1,How did he escape?
1932,73,69,58,"Well, that's the question, isn't it? He's the first one that done it. He was a big supporter of... You-Know-Who. I reckon you've heard of him."
1933,73,69,1,Yeah. Him I've heard of.
1934,73,69,133,"Ernie, two double-deckers at 12 o'clock. They're getting closer, Ernie. Ernie, they're right on top of us! Mind your head. Hey, guys? Guys? Why the long faces? Yeah, yeah. Nearly there. Nearly there. The Leaky Cauldron. Next stop, Knockturn Alley."
