ProductKey,WarehouseKey,Date,QuantityOnHand
1,2,2024-02-03,419
3,8,2024-02-02,368
4,8,2024-10-08,205
5,4,2024-10-18,148
5,9,2024-07-17,100
2,10,2024-08-17,420
2,10,2024-07-24,306
1,5,2024-01-30,236
3,8,2024-11-20,77
4,8,2024-10-21,182
4,5,2024-04-27,422
2,3,2024-02-19,216
4,1,2024-07-23,118
2,1,2024-09-03,205
5,3,2024-07-13,118
1,10,2024-02-14,257
5,1,2024-05-26,61
2,5,2024-05-01,368
3,7,2024-04-20,309
3,8,2024-05-05,283
2,5,2024-08-12,301
1,7,2024-12-19,464
3,1,2024-08-13,188
2,6,2024-09-04,250
3,2,2024-08-11,213
2,2,2024-08-12,148
3,9,2024-06-15,450
1,6,2024-09-16,301
4,3,2024-08-07,471
1,4,2024-09-20,320
2,9,2024-04-03,441
4,3,2024-03-26,380
2,1,2024-07-07,231
1,2,2024-03-27,146
5,5,2024-10-19,319
2,1,2024-02-16,121
4,1,2024-08-05,198
4,8,2024-03-16,365
3,10,2024-02-09,263
5,8,2024-03-20,495
4,4,2024-08-19,71
1,5,2024-09-17,153
1,3,2024-09-25,181
4,5,2024-09-10,261
1,10,2024-11-13,146
5,9,2024-05-31,467
1,2,2024-02-04,334
4,8,2024-08-30,291
3,7,2024-01-25,268
3,9,2024-10-28,388
2,3,2024-08-21,62
1,8,2024-05-19,468
5,2,2024-09-27,442
2,4,2024-05-19,185
3,4,2024-06-15,410
4,4,2024-04-13,163
3,9,2024-08-12,492
5,5,2024-05-16,408
1,10,2024-10-07,340
5,3,2024-03-29,74
4,8,2024-02-24,86
1,1,2024-11-22,463
3,2,2024-10-24,362
2,6,2024-09-16,485
3,7,2024-02-07,320
1,6,2024-11-20,107
1,7,2024-07-18,416
4,5,2024-10-30,286
2,4,2024-04-15,231
5,7,2024-08-14,130
5,4,2024-01-30,345
5,1,2024-04-05,81
3,3,2024-02-02,500
5,6,2024-07-01,283
4,10,2024-02-01,363
5,4,2024-07-10,309
3,7,2024-01-03,227
5,7,2024-08-12,215
2,4,2024-07-14,217
5,7,2024-10-31,459
3,3,2024-07-01,154
2,8,2024-08-31,224
3,4,2024-11-16,148
1,8,2024-04-09,265
2,10,2024-01-30,113
5,7,2024-12-28,72
2,7,2024-06-23,344
1,6,2024-12-06,343
1,5,2024-05-31,69
3,10,2024-09-03,384
2,5,2024-01-13,343
3,10,2024-02-15,429
3,6,2024-12-02,238
1,9,2024-10-25,253
1,6,2024-09-30,287
5,6,2024-06-16,431
2,3,2024-09-24,410
3,4,2024-06-18,83
4,2,2024-01-21,198
3,3,2024-08-29,488
4,3,2024-11-06,448
1,5,2024-04-25,335
5,4,2024-11-13,280
5,3,2024-04-22,477
5,3,2024-03-27,163
3,3,2024-10-19,400
5,10,2024-06-17,382
1,8,2024-03-03,378
2,5,2024-05-07,137
1,4,2024-10-29,96
2,4,2024-07-21,77
3,9,2024-11-21,325
4,10,2024-06-06,245
3,7,2024-03-28,435
1,7,2024-06-16,492
3,2,2024-03-21,243
3,7,2024-07-08,124
4,2,2024-05-01,159
3,3,2024-08-22,284
3,5,2024-09-22,218
3,1,2024-05-03,273
5,2,2024-04-08,300
5,10,2024-07-16,208
5,7,2024-08-20,145
2,4,2024-05-13,436
2,2,2024-09-06,130
3,5,2024-05-03,414
4,9,2024-09-28,489
3,10,2024-03-13,485
3,8,2024-03-24,324
3,2,2024-03-18,218
2,8,2024-06-22,421
3,10,2024-05-12,391
1,1,2024-09-11,475
3,7,2024-10-17,156
5,4,2024-06-30,448
5,4,2024-04-07,430
4,6,2024-03-23,340
2,5,2024-07-27,333
4,3,2024-11-29,297
1,2,2024-01-10,66
1,8,2024-03-29,78
3,4,2024-11-28,487
3,5,2024-02-29,177
4,4,2024-01-06,120
5,4,2024-04-02,302
5,7,2024-02-29,88
3,4,2024-01-12,372
5,7,2024-02-09,405
4,10,2024-05-22,387
2,2,2024-11-09,147
1,8,2024-10-06,197
3,5,2024-04-24,98
4,5,2024-06-13,293
5,5,2024-08-04,74
3,3,2024-01-30,191
1,3,2024-02-09,423
3,5,2024-02-02,437
4,8,2024-06-26,414
1,4,2024-09-09,424
2,8,2024-04-30,265
1,1,2024-05-19,440
2,10,2024-02-03,352
5,9,2024-06-28,321
5,2,2024-10-26,306
2,3,2024-03-16,374
5,3,2024-10-25,182
3,6,2024-07-07,258
3,6,2024-02-22,380
4,10,2024-12-13,138
3,4,2024-08-26,260
1,7,2024-11-03,361
5,6,2024-07-09,404
1,8,2024-12-30,300
4,5,2024-12-05,192
5,4,2024-07-21,473
3,7,2024-03-22,187
4,8,2024-09-26,86
4,8,2024-12-31,71
3,9,2024-08-15,321
4,5,2024-05-17,369
1,2,2024-10-26,500
3,5,2024-07-16,370
4,10,2024-08-06,309
4,2,2024-05-23,193
1,4,2024-06-13,430
4,10,2024-10-16,490
4,8,2024-12-11,322
5,1,2024-03-31,294
5,2,2024-10-01,158
5,9,2024-05-12,108
1,4,2024-02-16,262
2,1,2024-04-01,419
2,10,2024-06-30,107
5,1,2024-08-18,375
3,9,2024-05-21,362
4,9,2024-05-21,415
5,1,2024-11-09,56
4,1,2024-08-17,359
4,2,2024-11-19,336
4,8,2024-12-14,133
4,3,2024-11-13,292
5,4,2024-03-01,382
2,6,2024-12-26,265
1,5,2024-06-30,53
3,1,2024-09-13,286
1,2,2024-04-16,107
3,5,2024-12-29,171
5,7,2024-08-25,171
1,6,2024-04-28,157
4,10,2024-10-14,359
4,8,2024-11-20,459
2,9,2024-11-04,228
5,5,2024-05-24,446
1,7,2024-06-30,64
4,6,2024-10-02,312
3,1,2024-05-22,369
2,3,2024-04-05,184
3,10,2024-06-01,454
1,10,2024-01-29,186
1,9,2024-12-27,175
1,8,2024-03-28,149
4,5,2024-10-09,442
1,8,2024-06-28,105
5,6,2024-04-09,234
3,1,2024-09-17,113
1,6,2024-06-15,450
4,6,2024-12-17,479
3,1,2024-01-06,217
4,8,2024-03-30,157
1,4,2024-10-30,187
5,4,2024-07-07,237
2,10,2024-02-24,163
3,7,2024-06-09,270
1,6,2024-09-18,428
2,4,2024-05-03,209
1,5,2024-03-23,455
1,5,2024-03-10,238
2,4,2024-06-22,331
1,5,2024-02-08,434
3,6,2024-08-11,207
5,5,2024-07-13,295
5,7,2024-12-11,142
5,6,2024-10-10,347
4,8,2024-04-21,498
3,4,2024-07-21,202
5,7,2024-04-27,423
3,8,2024-06-28,307
3,8,2024-04-05,469
5,9,2024-08-02,482
1,5,2024-10-10,347
1,1,2024-12-15,496
5,2,2024-01-05,92
2,2,2024-09-16,154
3,4,2024-02-19,466
3,8,2024-08-05,117
5,9,2024-11-27,275
4,8,2024-12-24,298
4,3,2024-07-29,90
5,3,2024-10-26,159
5,4,2024-11-02,68
1,7,2024-12-01,110
5,9,2024-07-15,116
5,8,2024-07-03,122
1,2,2024-09-19,74
1,5,2024-02-18,447
2,1,2024-07-16,482
3,2,2024-05-09,139
1,2,2024-04-25,359
5,10,2024-10-30,98
1,8,2024-04-14,497
5,5,2024-04-23,146
3,4,2024-06-04,196
2,6,2024-09-20,298
1,6,2024-04-17,187
3,5,2024-09-10,262
2,9,2024-05-03,208
4,4,2024-03-01,406
3,1,2024-10-30,245
2,6,2024-09-01,92
5,3,2024-08-04,459
1,3,2024-09-10,374
3,10,2024-10-01,393
3,8,2024-04-06,384
3,9,2024-08-30,73
3,1,2024-09-24,315
3,4,2024-05-03,402
3,2,2024-10-06,220
3,10,2024-07-09,54
1,2,2024-10-26,411
2,6,2024-08-12,350
4,6,2024-10-01,426
3,2,2024-05-12,419
3,8,2024-11-06,167
3,2,2024-06-24,114
4,2,2024-05-07,345
3,3,2024-02-18,238
3,8,2024-11-25,332
5,6,2024-03-30,346
3,4,2024-03-11,119
3,2,2024-04-19,225
3,6,2024-06-28,196
2,9,2024-12-22,145
2,1,2024-02-16,262
1,8,2024-12-19,433
5,6,2024-07-07,360
4,1,2024-06-19,70
1,2,2024-09-21,162
5,3,2024-09-02,98
1,8,2024-05-26,447
2,5,2024-07-18,488
1,7,2024-08-08,320
2,6,2024-07-12,204
2,7,2024-10-31,104
1,9,2024-01-30,120
5,1,2024-08-09,122
1,10,2024-11-24,477
1,7,2024-12-12,438
5,2,2024-04-19,422
3,1,2024-11-27,317
2,8,2024-05-28,373
5,8,2024-05-18,407
3,7,2024-04-29,138
4,5,2024-02-10,492
4,8,2024-12-07,101
5,2,2024-06-28,318
1,1,2024-12-06,174
1,7,2024-07-02,59
3,4,2024-04-12,121
5,5,2024-09-26,145
2,2,2024-10-14,386
3,5,2024-03-19,272
5,4,2024-06-11,284
4,2,2024-10-08,278
2,10,2024-01-18,234
5,8,2024-11-10,318
5,10,2024-02-15,195
1,9,2024-12-16,74
4,6,2024-07-18,458
1,4,2024-03-14,237
1,3,2024-12-01,215
4,6,2024-09-24,390
1,1,2024-07-03,399
4,10,2024-08-13,59
1,6,2024-02-21,456
4,9,2024-11-24,141
4,2,2024-05-11,199
1,1,2024-12-04,219
2,3,2024-05-31,148
3,10,2024-09-24,443
2,6,2024-07-01,89
4,5,2024-07-03,85
4,8,2024-03-27,217
3,1,2024-04-20,389
2,6,2024-10-17,302
5,4,2024-07-02,439
4,10,2024-11-18,189
4,3,2024-10-05,270
5,6,2024-07-24,462
4,10,2024-07-24,59
4,10,2024-01-19,186
2,10,2024-05-11,319
5,10,2024-09-12,57
1,1,2024-08-15,327
4,10,2024-02-26,193
2,1,2024-11-03,76
2,6,2024-11-13,164
5,3,2024-06-01,487
3,10,2024-09-22,467
5,10,2024-06-01,384
2,2,2024-01-08,462
2,3,2024-10-24,58
4,5,2024-12-17,182
3,6,2024-11-04,168
5,3,2024-10-20,297
3,4,2024-06-13,283
1,4,2024-03-05,495
1,2,2024-04-27,488
2,9,2024-09-06,62
4,9,2024-05-06,318
3,10,2024-01-08,259
1,8,2024-11-23,459
2,7,2024-11-15,82
3,3,2024-12-16,229
2,3,2024-12-29,334
3,5,2024-12-16,285
3,5,2024-02-23,256
3,4,2024-10-23,266
3,2,2024-06-07,220
1,7,2024-08-10,266
1,7,2024-10-29,157
5,2,2024-12-29,83
3,6,2024-02-20,275
3,7,2024-09-17,300
5,7,2024-07-15,457
4,5,2024-03-22,218
4,6,2024-09-26,137
5,9,2024-07-26,352
4,5,2024-05-26,310
5,6,2024-09-19,360
3,2,2024-12-10,221
2,9,2024-02-27,278
4,4,2024-08-04,81
2,9,2024-04-04,484
3,7,2024-12-28,237
3,7,2024-01-11,142
4,9,2024-07-05,316
4,5,2024-01-21,390
5,8,2024-01-26,431
4,8,2024-12-29,250
3,9,2024-02-13,399
3,1,2024-01-19,446
5,10,2024-10-29,452
3,2,2024-01-19,184
4,6,2024-05-25,390
5,6,2024-10-23,159
4,7,2024-12-18,279
5,7,2024-11-10,254
1,4,2024-07-19,148
3,8,2024-10-04,164
3,8,2024-10-05,284
1,6,2024-11-28,299
4,9,2024-03-17,359
2,7,2024-09-01,378
2,8,2024-11-08,239
4,3,2024-04-03,161
3,1,2024-08-03,321
4,5,2024-12-16,104
2,8,2024-10-12,420
1,9,2024-05-19,67
4,9,2024-08-30,437
3,3,2024-06-14,87
2,4,2024-01-19,243
3,6,2024-08-03,434
2,8,2024-03-22,219
3,4,2024-03-11,216
3,10,2024-05-12,375
2,10,2024-10-06,125
3,8,2024-01-08,225
2,1,2024-02-12,159
2,1,2024-05-02,166
1,7,2024-12-03,338
3,2,2024-10-28,224
1,2,2024-10-23,132
2,5,2024-06-27,203
4,8,2024-11-18,467
2,10,2024-01-24,489
1,9,2024-10-16,140
2,10,2024-12-27,398
1,6,2024-09-22,64
2,3,2024-03-12,220
2,10,2024-01-02,489
4,2,2024-08-13,124
2,7,2024-10-31,478
5,5,2024-08-05,381
3,6,2024-10-02,138
4,2,2024-07-31,278
4,10,2024-03-14,254
4,7,2024-05-18,132
5,10,2024-12-20,365
2,3,2024-04-19,329
3,10,2024-06-03,236
3,6,2024-09-26,465
1,4,2024-01-12,66
3,1,2024-11-05,119
3,7,2024-09-28,389
1,5,2024-07-11,316
3,2,2024-03-28,309
3,8,2024-10-13,438
4,4,2024-06-26,490
2,3,2024-09-07,423
3,10,2024-11-29,471
3,10,2024-12-28,366
1,4,2024-12-21,253
2,6,2024-03-21,126
4,3,2024-02-23,160
1,8,2024-04-21,250
5,5,2024-06-02,498
2,8,2024-01-16,256
1,7,2024-02-11,500
3,1,2024-04-12,309
5,6,2024-01-05,156
3,6,2024-08-15,313
5,9,2024-06-15,450
3,2,2024-11-23,335
2,1,2024-09-20,260
4,3,2024-01-27,373
3,10,2024-05-25,292
1,8,2024-12-07,482
2,8,2024-08-07,328
4,10,2024-01-12,243
4,2,2024-08-07,381
3,2,2024-09-19,209
3,10,2024-03-08,243
2,9,2024-02-07,297
1,3,2024-03-15,162
5,3,2024-06-04,368
4,5,2024-09-29,142
1,10,2024-09-24,214
4,1,2024-03-04,80
4,8,2024-04-02,447
3,4,2024-06-16,192
2,8,2024-07-21,373
1,9,2024-06-02,438
5,4,2024-10-17,57
3,1,2024-08-17,409
5,7,2024-05-09,204
2,2,2024-04-16,126
2,10,2024-08-09,115
5,2,2024-09-17,101
2,9,2024-06-10,466
2,1,2024-03-22,187
1,7,2024-01-19,287
2,3,2024-06-09,236
5,6,2024-10-07,176
5,10,2024-12-30,449
2,1,2024-06-30,382
3,3,2024-05-15,133
5,5,2024-05-14,82
3,10,2024-08-22,232
5,2,2024-07-28,206
2,7,2024-06-24,292
2,3,2024-12-24,473
2,7,2024-05-03,409
1,8,2024-08-04,75
3,8,2024-02-15,419
2,6,2024-10-27,234
2,6,2024-09-11,175
2,3,2024-02-05,496
1,4,2024-11-03,407
5,6,2024-02-06,376
4,9,2024-07-23,337
4,9,2024-01-04,375
2,3,2024-04-09,414
4,5,2024-08-18,83
5,6,2024-01-20,349
4,2,2024-04-03,171
1,2,2024-05-12,259
3,8,2024-02-15,474
1,2,2024-04-05,384
5,1,2024-05-21,126
4,5,2024-06-19,264
4,8,2024-03-15,287
1,3,2024-08-07,453
3,7,2024-05-03,137
3,2,2024-01-29,320
2,4,2024-02-05,174
5,8,2024-01-20,486
3,2,2024-03-19,154
2,6,2024-06-27,472
5,10,2024-01-13,424
5,4,2024-03-05,198
5,10,2024-08-05,168
5,5,2024-05-18,310
3,1,2024-03-06,452
4,6,2024-08-16,471
1,3,2024-04-20,140
4,5,2024-08-22,223
5,2,2024-03-04,120
2,4,2024-08-30,323
4,5,2024-02-21,63
5,7,2024-02-28,246
5,3,2024-12-15,68
3,9,2024-10-04,201
4,2,2024-10-20,454
5,3,2024-09-10,470
5,1,2024-01-05,146
1,10,2024-11-17,253
1,1,2024-06-16,441
1,8,2024-03-29,360
5,4,2024-07-08,450
2,10,2024-03-03,179
4,2,2024-01-18,410
4,7,2024-04-17,379
2,5,2024-02-01,139
4,6,2024-07-21,305
3,6,2024-12-11,366
4,9,2024-09-29,149
2,5,2024-03-12,100
2,5,2024-01-26,101
3,8,2024-04-12,362
4,4,2024-11-23,308
4,4,2024-08-12,441
1,3,2024-11-18,332
4,3,2024-12-24,195
2,2,2024-07-30,83
5,1,2024-07-21,404
4,9,2024-09-20,70
4,7,2024-07-31,168
1,1,2024-01-19,368
1,3,2024-11-02,202
3,8,2024-06-27,353
4,1,2024-01-21,148
3,1,2024-06-06,326
4,1,2024-10-07,377
1,8,2024-12-07,218
5,2,2024-05-11,432
2,10,2024-12-01,403
2,7,2024-01-24,161
3,2,2024-01-05,292
2,4,2024-09-08,483
4,9,2024-08-17,89
4,6,2024-09-11,409
1,2,2024-01-29,100
5,4,2024-03-23,273
1,6,2024-08-18,331
1,4,2024-07-30,130
2,9,2024-07-21,324
5,5,2024-06-09,339
4,8,2024-11-20,84
5,9,2024-01-01,499
1,8,2024-05-17,119
3,1,2024-05-07,165
4,8,2024-04-02,188
4,3,2024-08-19,408
4,3,2024-02-22,194
1,7,2024-03-20,211
4,3,2024-04-12,444
4,9,2024-12-08,162
1,4,2024-10-10,137
3,1,2024-09-01,376
2,10,2024-09-12,351
3,8,2024-08-08,82
2,4,2024-11-20,242
4,7,2024-09-14,100
3,8,2024-04-02,98
1,10,2024-02-13,476
4,7,2024-01-04,240
2,9,2024-08-04,51
4,9,2024-09-02,332
2,2,2024-05-10,61
3,9,2024-12-23,78
2,3,2024-02-14,115
5,4,2024-09-16,176
2,8,2024-04-13,346
1,8,2024-05-01,50
1,2,2024-03-29,377
2,1,2024-07-19,440
4,10,2024-11-16,432
2,4,2024-09-05,176
5,6,2024-10-28,302
4,6,2024-12-09,267
3,9,2024-08-09,112
5,6,2024-03-04,447
3,9,2024-10-05,416
2,9,2024-09-19,244
5,6,2024-09-19,170
5,7,2024-05-12,215
1,3,2024-08-05,315
1,3,2024-02-07,201
2,8,2024-10-23,114
1,6,2024-12-11,451
5,3,2024-05-22,246
3,7,2024-08-07,102
2,10,2024-05-24,294
1,5,2024-12-02,477
2,10,2024-12-29,493
1,7,2024-04-09,306
3,4,2024-05-03,136
4,2,2024-07-24,104
2,5,2024-06-16,192
1,6,2024-05-19,126
2,4,2024-03-23,276
5,9,2024-01-27,359
2,1,2024-08-13,356
5,3,2024-03-30,459
1,1,2024-09-02,382
3,8,2024-04-04,317
1,4,2024-06-14,112
2,3,2024-09-03,497
4,8,2024-11-26,266
4,4,2024-11-10,275
1,8,2024-08-15,101
3,9,2024-07-31,259
3,9,2024-12-20,440
2,5,2024-03-31,488
5,10,2024-10-13,147
4,2,2024-05-08,72
4,8,2024-03-24,82
1,3,2024-05-22,149
2,5,2024-02-15,407
4,1,2024-01-20,247
5,8,2024-12-28,119
5,2,2024-06-06,175
5,3,2024-06-09,310
3,4,2024-12-20,289
4,8,2024-02-15,327
1,4,2024-12-01,104
4,2,2024-02-16,89
3,5,2024-11-13,53
1,6,2024-10-21,262
4,2,2024-12-02,162
1,7,2024-07-04,331
4,4,2024-05-16,140
4,7,2024-03-28,457
3,1,2024-01-15,328
1,10,2024-01-11,449
2,4,2024-01-17,471
1,10,2024-04-07,269
2,8,2024-12-02,480
4,6,2024-06-08,356
5,10,2024-08-29,362
2,8,2024-08-06,167
3,4,2024-04-26,240
1,9,2024-11-13,250
2,7,2024-03-02,63
4,9,2024-04-25,206
5,4,2024-05-09,183
3,7,2024-05-20,351
5,6,2024-01-22,497
4,1,2024-07-29,146
3,10,2024-01-02,336
3,10,2024-04-01,441
2,9,2024-03-25,376
2,4,2024-09-30,152
3,3,2024-03-20,458
5,2,2024-04-30,228
1,5,2024-01-17,284
4,3,2024-12-30,131
1,4,2024-01-26,357
3,8,2024-07-29,443
3,3,2024-12-10,151
2,7,2024-05-03,362
4,1,2024-03-28,382
5,7,2024-11-14,329
4,1,2024-01-19,215
5,5,2024-07-08,330
1,6,2024-10-21,110
1,5,2024-09-30,456
1,8,2024-03-07,277
4,3,2024-08-31,483
2,9,2024-01-13,181
1,10,2024-05-03,339
3,7,2024-01-23,186
2,2,2024-05-29,398
3,9,2024-10-06,126
4,3,2024-04-19,294
5,3,2024-09-20,399
1,3,2024-06-08,291
1,2,2024-03-09,399
2,6,2024-10-29,240
3,7,2024-06-08,260
5,4,2024-05-12,101
1,4,2024-01-11,121
3,5,2024-06-09,380
2,9,2024-09-10,305
3,10,2024-08-09,349
2,1,2024-07-31,484
4,4,2024-06-14,64
2,3,2024-07-16,107
3,3,2024-05-08,483
2,6,2024-10-26,405
1,3,2024-07-04,192
2,10,2024-12-27,339
2,2,2024-06-06,336
3,2,2024-07-05,216
4,2,2024-07-11,86
2,7,2024-11-28,68
1,3,2024-05-17,450
2,3,2024-04-26,401
5,7,2024-06-03,97
5,9,2024-11-06,438
1,3,2024-10-16,481
5,9,2024-12-22,118
4,5,2024-06-04,446
3,10,2024-12-15,330
4,1,2024-09-28,136
4,5,2024-05-27,345
2,1,2024-12-27,310
2,7,2024-01-14,59
4,2,2024-07-22,330
4,7,2024-01-10,353
1,9,2024-06-07,139
1,3,2024-10-24,57
3,3,2024-09-22,194
1,7,2024-03-03,413
4,2,2024-01-05,156
1,7,2024-12-15,92
2,2,2024-12-29,250
3,4,2024-06-01,60
4,1,2024-10-05,437
2,8,2024-08-14,161
5,5,2024-04-03,178
5,3,2024-08-14,287
5,1,2024-04-11,153
4,8,2024-08-28,182
1,2,2024-04-10,154
4,8,2024-05-10,486
4,5,2024-01-26,176
1,6,2024-05-07,169
1,7,2024-02-23,366
4,7,2024-06-30,420
4,9,2024-12-12,200
1,9,2024-08-19,349
5,3,2024-08-02,96
1,9,2024-07-07,197
1,7,2024-06-24,377
3,4,2024-03-07,283
5,10,2024-09-03,134
4,8,2024-12-23,478
3,1,2024-08-19,213
5,5,2024-06-27,298
2,10,2024-02-12,94
1,9,2024-12-05,418
5,1,2024-09-01,374
5,6,2024-05-08,123
1,10,2024-11-04,263
3,2,2024-05-23,432
5,8,2024-04-27,124
4,10,2024-01-29,132
3,9,2024-07-25,401
1,4,2024-07-28,444
1,8,2024-12-14,424
4,10,2024-09-29,63
3,9,2024-07-21,287
5,10,2024-02-12,302
5,2,2024-12-14,383
4,4,2024-09-16,165
4,5,2024-10-31,120
1,2,2024-11-02,65
2,4,2024-07-16,78
1,4,2024-07-17,322
5,5,2024-03-29,161
4,2,2024-03-15,298
2,7,2024-12-25,386
3,2,2024-07-21,470
4,8,2024-04-21,314
4,2,2024-12-13,394
3,1,2024-08-10,465
1,10,2024-12-29,334
4,7,2024-09-10,230
2,8,2024-09-18,297
3,4,2024-07-23,87
1,1,2024-08-27,460
5,2,2024-03-30,83
4,3,2024-06-18,411
1,2,2024-07-31,175
3,5,2024-07-26,267
2,1,2024-04-12,355
2,9,2024-01-19,237
2,7,2024-03-08,117
5,9,2024-03-01,484
1,2,2024-10-24,104
3,9,2024-12-13,471
1,4,2024-08-21,92
2,9,2024-01-01,346
3,6,2024-07-30,444
5,5,2024-07-06,328
2,1,2024-12-26,188
5,4,2024-02-27,158
3,7,2024-02-22,235
1,10,2024-10-10,296
2,4,2024-03-08,314
5,7,2024-05-30,252
3,8,2024-10-12,367
1,4,2024-10-07,194
5,8,2024-10-15,149
4,4,2024-03-05,404
3,7,2024-02-29,440
1,7,2024-05-19,296
4,4,2024-02-09,63
3,2,2024-04-07,442
1,8,2024-12-06,407
3,3,2024-10-28,157
4,1,2024-07-06,317
4,1,2024-04-22,201
2,2,2024-09-13,270
5,9,2024-07-07,183
1,10,2024-04-16,271
2,9,2024-12-29,309
3,10,2024-06-29,70
5,7,2024-06-28,164
3,9,2024-10-17,209
1,8,2024-03-04,274
3,3,2024-06-01,250
3,6,2024-06-16,203
5,9,2024-08-20,365
5,4,2024-07-26,207
4,10,2024-10-11,464
3,10,2024-12-15,430
2,5,2024-09-26,72
1,1,2024-10-20,90
5,6,2024-02-23,157
3,8,2024-01-27,142
4,10,2024-08-09,102
5,5,2024-10-04,257
2,3,2024-01-27,188
3,8,2024-03-10,138
2,5,2024-08-02,289
3,10,2024-10-27,362
2,6,2024-10-20,433
3,8,2024-02-24,417
5,7,2024-07-21,394
5,10,2024-12-26,405
2,6,2024-04-14,114
1,1,2024-01-25,416
5,9,2024-11-06,58
2,5,2024-08-04,441
2,7,2024-05-18,58
1,4,2024-06-20,93
5,10,2024-09-25,251
4,10,2024-12-30,185
5,5,2024-02-21,105
1,10,2024-07-05,313
1,8,2024-06-06,258
3,2,2024-08-14,116
3,8,2024-01-01,328
3,2,2024-03-26,272
1,6,2024-07-24,457
1,7,2024-09-12,62
1,5,2024-09-06,457
4,10,2024-09-09,163
4,3,2024-09-14,455
3,9,2024-12-22,385
5,9,2024-01-04,353
3,3,2024-07-17,74
4,3,2024-09-19,100
4,9,2024-08-14,224
2,10,2024-07-11,108
3,7,2024-02-01,417
4,7,2024-10-16,439
5,8,2024-09-17,404
2,1,2024-04-07,160
4,8,2024-12-02,357
4,2,2024-08-27,143
5,8,2024-03-23,100
1,6,2024-08-05,265
4,3,2024-12-08,65
1,8,2024-10-13,252
5,10,2024-04-30,273
4,6,2024-03-20,310
5,9,2024-12-04,488
5,6,2024-08-18,155
1,9,2024-01-03,482
4,2,2024-09-24,96
4,4,2024-02-09,369
3,7,2024-02-16,63
2,3,2024-02-16,189
4,6,2024-07-10,395
2,6,2024-12-31,355
1,3,2024-04-18,220
1,1,2024-10-27,484
4,4,2024-06-11,449
5,10,2024-04-12,170
3,2,2024-09-05,267
1,10,2024-02-27,211
2,2,2024-01-21,410
2,2,2024-09-29,145
2,9,2024-12-25,312
4,5,2024-09-23,276
3,4,2024-03-18,130
5,10,2024-10-18,467
1,1,2024-03-10,336
5,1,2024-03-17,462
3,5,2024-02-12,446
3,8,2024-04-25,257
2,1,2024-08-14,328
4,6,2024-06-14,226
5,8,2024-12-14,199
5,8,2024-10-19,491
3,2,2024-09-23,92
4,3,2024-08-11,373
1,9,2024-12-02,162
3,1,2024-01-08,414
2,4,2024-08-08,497
3,3,2024-02-01,120
2,7,2024-12-25,117
1,3,2024-05-20,315
3,5,2024-07-11,133
2,3,2024-03-29,329
2,7,2024-01-30,372
3,1,2024-10-01,459
5,5,2024-08-25,385
3,7,2024-02-05,111
1,4,2024-05-23,304
2,1,2024-12-30,354
3,4,2024-04-12,499
4,7,2024-07-03,157
2,4,2024-03-22,487
1,9,2024-02-24,298
5,3,2024-08-12,62
2,6,2024-02-02,245
2,5,2024-01-08,276
2,10,2024-07-11,167
3,5,2024-05-26,361
4,5,2024-09-07,497
2,1,2024-12-28,304
3,6,2024-04-04,402
3,6,2024-01-16,55
3,4,2024-03-31,305
4,2,2024-10-04,204
1,10,2024-07-11,387
5,7,2024-07-27,214
4,6,2024-05-22,228
5,1,2024-02-04,195
4,9,2024-05-04,327
1,10,2024-06-05,86
4,1,2024-04-30,76
5,7,2024-12-09,469
4,2,2024-04-16,284
4,2,2024-08-01,101
4,4,2024-06-20,199
4,7,2024-02-14,202
5,3,2024-09-16,455
3,6,2024-12-18,460
3,2,2024-01-13,419
5,1,2024-08-27,475
5,4,2024-02-06,322
2,3,2024-02-09,54
3,8,2024-07-20,407
5,4,2024-11-20,422
2,7,2024-12-23,211
2,3,2024-09-25,431
4,6,2024-01-14,492
2,9,2024-01-03,492
5,3,2024-03-21,233
1,6,2024-07-13,116
4,7,2024-01-24,354
2,8,2024-04-27,448
1,8,2024-11-25,118
2,1,2024-04-15,248
4,7,2024-05-22,227
2,7,2024-09-05,277
2,7,2024-04-18,423
3,2,2024-09-09,346
3,8,2024-07-10,119
4,7,2024-08-29,246
5,2,2024-07-27,156
1,6,2024-06-17,190
3,5,2024-02-29,447
2,2,2024-01-22,411
2,4,2024-09-20,111
4,3,2024-03-29,312
1,8,2024-07-24,449
5,10,2024-08-02,82
4,3,2024-03-01,474
3,5,2024-01-08,124
3,3,2024-06-03,104
2,7,2024-11-10,78
5,2,2024-07-05,62
4,7,2024-02-10,292
2,3,2024-09-03,296
2,8,2024-05-16,160
3,6,2024-06-11,370
4,2,2024-03-11,314
4,2,2024-06-08,207
2,7,2024-09-01,477
3,2,2024-01-09,133
3,1,2024-07-27,444
2,10,2024-10-26,68
4,2,2024-11-22,304
4,6,2024-09-13,80
2,9,2024-11-01,281
2,9,2024-05-01,489
4,6,2024-07-21,196
1,3,2024-03-09,62
5,3,2024-10-11,106
4,2,2024-03-09,443
2,9,2024-12-16,116
2,6,2024-09-21,56
4,1,2024-03-18,324
2,2,2024-02-19,471
2,7,2024-03-11,198
4,9,2024-08-08,449
5,5,2024-10-22,108
1,3,2024-12-19,449
4,7,2024-04-19,465
3,4,2024-03-25,252
5,7,2024-01-13,170
4,6,2024-04-28,103
2,2,2024-12-22,254
3,8,2024-02-18,429
5,5,2024-01-20,296
2,10,2024-12-16,268
